Categoria;EAN;Marca;Producto;Precio;Supermercado;Enlace;Imagen;Archivo_Imagen
Bebidas y Licores;"=""4062400163002""";Sin Marca;Tequila Blanco Sierra 700Cc;13990;Eltit;https://super.eltit.cl/products/tequila-sierra-700cc-bco;https://i.bolder.run/r/czoyMzA1MyxnOjI2MHg/8a7a2666/859377-TEQUILA-SIERRA-700CC-BCO.png;4062400163002.jpg
Aseo y Limpieza;"=""4064700321205""";Sin Marca;Limpia Tapiz Sonax 500Ml;5990;Eltit;https://super.eltit.cl/products/limpia-tapiz-500ml-sonax;https://i.bolder.run/r/czoyMzA1MyxnOjI2MHg/85fcade4/983775-gtzsbh.jpg;4064700321205.jpg
Bebidas y Licores;"=""4067700018243""";Sin Marca;Licor Hierbas Jägermeister 700Ml;13990;Eltit;https://super.eltit.cl/products/jagermeister-700ml;https://i.bolder.run/r/czoyMzA1MyxnOjI2MHg/134aeba0/854673-JAGERMEISTER-700ML.png;4067700018243.jpg
Bebidas y Licores;"=""4067700019547""";Sin Marca;Licor Sharf Jägermeister 700Cc;13990;Eltit;https://super.eltit.cl/products/jagermeister-700cc-sharf;https://i.bolder.run/r/czoyMzA1MyxnOjI2MHg/4bf9c5cc/858690-jaegermeister-scharf-700cc.jpg;4067700019547.jpg
Despensa;"=""40685939""";Sin Marca;Puré De Manzana Stollenwerk 710Gr;4290;Eltit;https://super.eltit.cl/products/stollenwerk-pure;https://i.bolder.run/r/czoyMzA1MyxnOjI2MHg/c0159b64/854070-458780.jpg;40685939.jpg
Frutas y Verduras;"=""40796""";Sin Marca;Mango;2990;Eltit;https://super.eltit.cl/products/mango-x-kilo;https://i.bolder.run/r/czoyMzA1MyxnOjI2MHg/bacc7b2a/882414-Mango_.jpg;40796.jpg
Frutas y Verduras;"=""40803""";Sin Marca;Manzana Fuji;1695;Eltit;https://super.eltit.cl/products/manzana-fuji-1kg;https://i.bolder.run/r/czoyMzA1MyxnOjI2MHg/a3f54447/882416-Manzana_.jpg;40803.jpg
Frutas y Verduras;"=""40848""";Sin Marca;Morrón Amarillo Por Unidad;1595;Eltit;https://super.eltit.cl/products/bolsa-morron-amarillo-1u;https://i.bolder.run/r/czoyMzA1MyxnOjI2MHg/be723ef1/882538-Morr%C3%B3n_Amarillo_.jpg;40848.jpg
Carnicería y Fiambrería;"=""40982""";Sin Marca;Punta Paleta 1 Kilo Aprox;11990;Eltit;https://super.eltit.cl/products/v-o-punta-paleta-1-7kg-aprox;https://i.bolder.run/r/czoyMzA1MyxnOjI2MHg/4001ded9/925734-PUNTA_PALETA.JPG;40982.jpg
Frutas y Verduras;"=""40996""";Sin Marca;Cebolla Morada 1Kg;1399;Eltit;https://super.eltit.cl/products/cebolla-morada-1-kg;https://i.bolder.run/r/czoyMzA1MyxnOjI2MHg/238b12cd/856773-cebolla-morada.jpg;40996.jpg
Hogar;"=""41333001005""";Cugat;Pilas Duracell Alcalinas Aa, Blister De 2 Unidades.;3290;Cugat;https://cugat.cl/producto/pilas-duracell-alcalinas-aa-2-und/;https://cugat.cl/wp-content/uploads/2021/06/41333001005-247x296.png;41333001005.jpg
Hogar;"=""41333001074""";Cugat;Pilas Duracell Alcalinas Aaa, Blíster De 2 Unidades;3290;Cugat;https://cugat.cl/producto/pilas-duracell-alcalinas-aaa-2-und/;https://cugat.cl/wp-content/uploads/2021/06/41333001074-247x296.png;41333001074.jpg
Despensa;"=""41390001017""";Sin Marca;Salsa De Soya Baja En Sodio Kikkoman 148Ml;3990;Eltit;https://super.eltit.cl/products/salsa-soya-kikkoman-148ml-baja-sodio;https://i.bolder.run/r/czoyMzA1MyxnOjI2MHg/4351f4f2/854827-Salsa-de-soya-baja-en-sodio-148-ml.jpg;41390001017.jpg
Despensa;"=""41390001055""";Sin Marca;Salsa De Soya Kikkoman Light 296Ml;5990;Eltit;https://super.eltit.cl/products/salsa-soya-kikkoman-296ml-lg;https://i.bolder.run/r/czoyMzA1MyxnOjI2MHg/b49712a6/859209-salsa-de-soya-baja-en-sodio-kikkoman.jpg;41390001055.jpg
Despensa;"=""41390050046""";Sin Marca;Panko Kikkoman 226Gr;4990;Eltit;https://super.eltit.cl/products/panko-kikkoman-226gr;https://i.bolder.run/r/czoyMzA1MyxnOjI2MHg/fc2f00a1/857640-1100.jpg;41390050046.jpg
Despensa;"=""41789001864""";Sin Marca;Ramen Camarón, Limón Y Habanero Maruchan 64Gr;1250;Eltit;https://super.eltit.cl/products/sopas-maruchan-64gr-camaron-limon;https://i.bolder.run/r/czoyMzA1MyxnOjI2MHg/1211fb6b/1005967-0041789001864.JPG;41789001864.jpg
Despensa;"=""41789001925""";Sin Marca;Ramen Carne De Res Maruchan 64Gr;1250;Eltit;https://super.eltit.cl/products/sopas-maruchan-64gr-carne;https://i.bolder.run/r/czoyMzA1MyxnOjI2MHg/d9f2e62c/1005968-0041789001925.JPG;41789001925.jpg
Despensa;"=""41789001987""";Sin Marca;Ramen Camarón Y Chile Piquín Maruchan 64Gr;1250;Eltit;https://super.eltit.cl/products/sopas-maruchan-64gr-camaron-chile;https://i.bolder.run/r/czoyMzA1MyxnOjI2MHg/1a34e711/1006006-041789001987.JPG;41789001987.jpg
Despensa;"=""41789002977""";Sin Marca;Ramen Camarón Maruchan 85Gr;799;Eltit;https://super.eltit.cl/products/sopas-maruchan-85gr-camaron;https://i.bolder.run/r/czoyMzA1MyxnOjI2MHg/7deb36ac/1005962-0041789002977.JPG;41789002977.jpg
Despensa;"=""41789002991""";Sin Marca;Ramen Pollo Picante Maruchan 85Gr;799;Eltit;https://super.eltit.cl/products/sopas-maruchan-85gr-pollo-picante;https://i.bolder.run/r/czoyMzA1MyxnOjI2MHg/7f64262b/1005963-0041789002991.JPG;41789002991.jpg
Cuidado Personal;"=""4210201334712""";Sin Marca;Cepillo Electrico Battery Princess Oral-B;18990;Eltit;https://super.eltit.cl/products/oral-b-cepillo-electrico-battery-princes;https://i.bolder.run/r/czoyMzA1MyxnOjI2MHg/19cae6f0/925698-6ECE32F1-D254-4844-85B1-8AB8A17A6F5C.jpeg;4210201334712.jpg
Cuidado Personal;"=""4210201334774""";Sin Marca;Cepillo Electrico Cars Oral-B;18990;Eltit;https://super.eltit.cl/products/oral-b-cepillo-electrico-baterry-cars;https://i.bolder.run/r/czoyMzA1MyxnOjI2MHg/c54b8f9b/925984-cars.webp;4210201334774.jpg
Cuidado Personal;"=""4210201826613""";Sin Marca;Cepillo Electrico Oral-B Power;15990;Eltit;https://super.eltit.cl/products/oral-b-cepillo-electrico-battery;https://i.bolder.run/r/czoyMzA1MyxnOjI2MHg/ed998697/925983-oral_b_2.jpeg;4210201826613.jpg
Bebidas y Licores;"=""4603514006467""";Sin Marca;Crema Whisky Love 500Cc;5490;Eltit;https://super.eltit.cl/products/crema-whisky-love-500cc;https://i.bolder.run/r/czoyMzA1MyxnOjI2MHg/da766f4e/983887-love_story_cream.jpg;4603514006467.jpg
Carnicería y Fiambrería;"=""47000""";Sin Marca;Plateada 2 Kilos Aprox;25890;Eltit;https://super.eltit.cl/products/plateada-pieza-2kg-aprox;https://i.bolder.run/r/czoyMzA1MyxnOjI2MHg/59a3ba41/925711-PLATEADA.jpg;47000.jpg
Carnicería y Fiambrería;"=""47002""";Sin Marca;Lomo Liso 2 Kilos Aprox;27990;Eltit;https://super.eltit.cl/products/lomo-liso-2kg-aprox;https://i.bolder.run/r/czoyMzA1MyxnOjI2MHg/190e720d/925703-LOMO_LISO.jpg;47002.jpg
Carnicería y Fiambrería;"=""47010""";Sin Marca;Filete 2 Kilos Aprox;45980;Eltit;https://super.eltit.cl/products/carne-filete-2kg-aprox;https://i.bolder.run/r/czoyMzA1MyxnOjI2MHg/99092b43/925701-FILETE.jpg;47010.jpg
Bebidas y Licores;"=""4750021000157""";Sin Marca;Vodka Stolichnaya 750Cc;9990;Eltit;https://super.eltit.cl/products/stolichnaya-750cc;https://i.bolder.run/r/czoyMzA1MyxnOjI2MHg/4bd29d5a/858083-STOLICHNAYA-750CC.png;4750021000157.jpg
Bebidas y Licores;"=""4750021000164""";Sin Marca;Vodka Stolichnaya 1Lt;12990;Eltit;https://super.eltit.cl/products/vodka-stolichnaya-1lt;https://i.bolder.run/r/czoyMzA1MyxnOjI2MHg/4a11f896/850623-STOLICHNAYA-1LT.jpg;4750021000164.jpg
Carnicería y Fiambrería;"=""47704""";Sin Marca;Asiento Picana 2.8 Kilos Aprox;47580;Eltit;https://super.eltit.cl/products/v-o-asiento-picana-2-8kg-aprox;https://i.bolder.run/r/czoyMzA1MyxnOjI2MHg/1ef4c733/925643-ASIENTO_PICANA_%281%29.jpg;47704.jpg
Carnicería y Fiambrería;"=""47713""";Sin Marca;Tapabarriga 2.5 Kilos Aprox;37480;Eltit;https://super.eltit.cl/products/tapabarriga-categoria-v-nacional-1-kg;https://i.bolder.run/r/czoyMzA1MyxnOjI2MHg/fec3866c/1067279-TAPABARRIGA.JPG;47713.jpg
Lácteos y Quesos;"=""47716""";Sin Marca;Pechuga Pavo Cocida Sopraval A Granel;880;Eltit;https://super.eltit.cl/products/v-o-pechuga-pavo-sopraval-100gr-cocida;https://i.bolder.run/r/czoyMzA1MyxnOjI2MHg/feb360e4/927852-47716.jpg;47716.jpg
Lácteos y Quesos;"=""47719""";Sin Marca;Queso Laminado Rodda Gauda Soprole A Granel Amos;890;Eltit;https://super.eltit.cl/products/v-o-queso-lam-rodda-gauda-100gr-soprole-sin-marcas;https://i.bolder.run/r/czoyMzA1MyxnOjI2MHg/d1149a2b/926514-RODDA.webp;47719.jpg
Lácteos y Quesos;"=""47720""";Sin Marca;Queso Mantecoso Quilque A Granel Soprole;990;Eltit;https://super.eltit.cl/products/v-o-queso-lam-quilque-100gr-soprole-sin-marcas;https://i.bolder.run/r/czoyMzA1MyxnOjI2MHg/5b90461f/926513-quilque.webp;47720.jpg
Lácteos y Quesos;"=""47721""";Sin Marca;Queso Gauda La Vaquita A Granel;890;Eltit;https://super.eltit.cl/products/v-o-queso-gauda-lam-lv-100gr-sin-marcas;https://i.bolder.run/r/czoyMzA1MyxnOjI2MHg/c7ba6fee/926512-gauda.webp;47721.jpg
Lácteos y Quesos;"=""47724""";Sin Marca;Jamon Pf Pierna Acaramelado A Granel;959;Eltit;https://super.eltit.cl/products/v-o-jamon-g1-100gr-pf-pierna-acaramelado-glace-sin-marcas;https://i.bolder.run/r/czoyMzA1MyxnOjI2MHg/d6daa4a5/926576-acara.webp;47724.jpg
Lácteos y Quesos;"=""47725""";Sin Marca;Jamon Pierna Colonial Cocido Pf A Granel;999;Eltit;https://super.eltit.cl/products/v-o-jamon-g1-100gr-pf-pierna-colonial-cocido-sin-marcas;https://i.bolder.run/r/czoyMzA1MyxnOjI2MHg/2485c116/926493-colonias.jpg;47725.jpg
Lácteos y Quesos;"=""47726""";Sin Marca;Jamón Pf Artesanal Cocido A Granel 100 Gramos;720;Eltit;https://super.eltit.cl/products/jamon-g2-100gr-pf-artesanal-cocido-sin-marcas;https://i.bolder.run/r/czoyMzA1MyxnOjI2MHg/b9c69f8e/926492-Jamon_artesanal_pf.webp;47726.jpg
Lácteos y Quesos;"=""47728""";Sin Marca;Jamón Pierna Receta Del Abuelo Granel;990;Eltit;https://super.eltit.cl/products/v-o-jamon-g1-100gr-rda-pierna-artesanal-cocido-sin-marcas;https://i.bolder.run/r/czoyMzA1MyxnOjI2MHg/18214321/926574-colonia.webp;47728.jpg
Lácteos y Quesos;"=""47729""";Sin Marca;Salame Ahumado Pf A Granel;1199;Eltit;https://super.eltit.cl/products/v-o-salame-ahumado-pf-100gr-lam-sin-marcas;https://i.bolder.run/r/czoyMzA1MyxnOjI2MHg/aa877eef/926355-247F9E22-5639-437D-B7E7-86F6455E7EF3.png;47729.jpg
Lácteos y Quesos;"=""47730""";Sin Marca;Salame Italiano Pf Granel;1199;Eltit;https://super.eltit.cl/products/v-o-salame-italiano-pf-100gr-lam-sin-marcas;https://i.bolder.run/r/czoyMzA1MyxnOjI2MHg/3eb0991f/926354-17254FF9-38FD-4E18-BC3B-CA8E525AD77C.png;47730.jpg
Despensa;"=""4792252915077""";Sin Marca;Tea Book Magic Fruit Balisur 32B;12990;Eltit;https://super.eltit.cl/products/teabook-balisur-magix-fruit-32b;https://i.bolder.run/r/czoyMzA1MyxnOjI2MHg/efd709c9/998739-te_magic_fruits_basilur.JPG;4792252915077.jpg
Despensa;"=""4792252918115""";Sin Marca;Te Mango Balisur 20B;3990;Eltit;https://super.eltit.cl/products/te-balisur-20b-mango;https://i.bolder.run/r/czoyMzA1MyxnOjI2MHg/d9aa8db6/998742-Te_mango_y_pi%C3%B1a.jpg;4792252918115.jpg
Despensa;"=""4792252924796""";Sin Marca;Te Specialty Classics Balisur 60B;8990;Eltit;https://super.eltit.cl/products/te-balisur-60b-clasicos;https://i.bolder.run/r/czoyMzA1MyxnOjI2MHg/cb03a042/998743-basilur_specially.JPG;4792252924796.jpg
Despensa;"=""4792252925328""";Sin Marca;Tea Book Oriental Balisur 32B;12990;Eltit;https://super.eltit.cl/products/teabook-balisur-oriental-32b;https://i.bolder.run/r/czoyMzA1MyxnOjI2MHg/b8e35952/998741-xfgdcfg.jpg;4792252925328.jpg
Despensa;"=""4792252949645""";Sin Marca;Te Infusión Navidad Basilur 40B;8990;Eltit;https://super.eltit.cl/products/te-basilur-infusion-navidad-40b;https://i.bolder.run/r/czoyMzA1MyxnOjI2MHg/f0ccb26c/1054472-te_basilur_fruits.jpg;4792252949645.jpg
Despensa;"=""4792331005651""";Cugat;Jurel En Conserva Aruna, 425G Neto (Drenado 300G).;1090;Cugat;https://cugat.cl/producto/jurel-en-conserva-aruna-425-grs/;https://cugat.cl/wp-content/uploads/2024/10/cugat.cl-jurel-en-conserva-aruna-425-grs-247x296.jpg;4792331005651.jpg
Cuidado Personal;"=""48155903074""";Sin Marca;Talco Corporal Lavanda Personal Care 500Gr;3490;Eltit;https://super.eltit.cl/products/talco-corporal-lavanda-500-gr;https://i.bolder.run/r/czoyMzA1MyxnOjI2MHg/b9118d42/859533-0048155903074.png;48155903074.jpg
Bazar y Librería;"=""4895234106200""";Sin Marca;Juego Mesa Disneymania;15990;Eltit;https://super.eltit.cl/products/juego-de-mesa-disneymania;https://i.bolder.run/r/czoyMzA1MyxnOjI2MHg/c3febdb3/859032-gsc_110718775_198601_1.jpg;4895234106200.jpg
Bazar y Librería;"=""4895234106217""";Sin Marca;Juego De Mesa Hex Marvel;10990;Eltit;https://super.eltit.cl/products/juego-de-mesa-hex-marvel;https://i.bolder.run/r/czoyMzA1MyxnOjI2MHg/e0e8ddf5/906267-4895234106217.jpg;4895234106217.jpg
Bazar y Librería;"=""4895234106224""";Sin Marca;Juego De Mesa Mimi-K Infantoys;12990;Eltit;https://super.eltit.cl/products/juego-de-mesa-mimi-k-infantoys;https://i.bolder.run/r/czoyMzA1MyxnOjI2MHg/2b91a322/911384-4895234106224.jpg;4895234106224.jpg
Bazar y Librería;"=""4895234106675""";Sin Marca;Rompecabezas Panorámico Star Wars The Mandalorian;14990;Eltit;https://super.eltit.cl/products/rompecabezas-panoramico-star-wars-the-mandalorian-disney-172;https://i.bolder.run/r/czoyMzA1MyxnOjI2MHg/b3f82235/916150-4895234106675.jpg;4895234106675.jpg
Niños y Mundo Bebé;"=""4895234118548""";Sin Marca;Uno Chile Edición Especial Cultural Mattel;4990;Eltit;https://super.eltit.cl/products/jug-cartas-uno-chile;https://i.bolder.run/r/czoyMzA1MyxnOjI2MHg/bf9a4a64/1007622-4895234118548.JPG;4895234118548.jpg
Decohogar;"=""4969018000500""";Sin Marca;Esterilla Sushi Makisu Leefood;1200;Eltit;https://super.eltit.cl/products/makisu-esterilla-para-hacer-sushi;https://i.bolder.run/r/czoyMzA1MyxnOjI2MHg/09ad5b40/1005328-4969018000500.JPG;4969018000500.jpg
Despensa;"=""50000207084""";Sin Marca;Coffee Mate Vainilla Nestlé 425Gr;4490;Eltit;https://super.eltit.cl/products/coffee-mate-425gr-vainilla;https://i.bolder.run/r/czoyMzA1MyxnOjI2MHg/495d0f1e/875102-coffe_mate_nestle.jpg;50000207084.jpg
Bebidas y Licores;"=""5000265001007""";Sin Marca;Whisky White Horse 750Cc;9990;Eltit;https://super.eltit.cl/products/whisky-white-horse-750cc;https://i.bolder.run/r/czoyMzA1MyxnOjI2MHg/75e5b0f3/858888-Screenshot_1515.png;5000265001007.jpg
Bebidas y Licores;"=""5000265001328""";Sin Marca;Whisky White Horse 1Lt;10990;Eltit;https://super.eltit.cl/products/whisky-white-horse-1lt;https://i.bolder.run/r/czoyMzA1MyxnOjI2MHg/477a1413/856479-Screenshot_1516.png;5000265001328.jpg
Bebidas y Licores;"=""5000267013602""";Sin Marca;Whisky Johnnie Walker 1Lt;15990;Eltit;https://super.eltit.cl/products/whisky-jwalker-1lt-red;https://i.bolder.run/r/czoyMzA1MyxnOjI2MHg/e81cd120/853670-Screenshot_1508.png;5000267013602.jpg
Bebidas y Licores;"=""5000267014005""";Sin Marca;Whisky Etiqueta Roja Johnnie Walker 750Cc;11990;Eltit;https://super.eltit.cl/products/whisky-jwalker-750cc-et-roja;https://i.bolder.run/r/czoyMzA1MyxnOjI2MHg/9d5149c8/856017-Screenshot_1505.png;5000267014005.jpg
Bebidas y Licores;"=""5000267015200""";Sin Marca;Whisky Etiqueta Roja Johnnie Walker 200Cc;4490;Eltit;https://super.eltit.cl/products/whisky-jwalker-200cc-red;https://i.bolder.run/r/czoyMzA1MyxnOjI2MHg/10f8b80c/855243-Screenshot_1502.png;5000267015200.jpg
Bebidas y Licores;"=""5000267023601""";Sin Marca;Whisky Johnnie Walker Black Label 1Lt;41990;Eltit;https://super.eltit.cl/products/whisky-jwalker-1lt-black;https://i.bolder.run/r/czoyMzA1MyxnOjI2MHg/eb467298/924072-WHISKY_1_LITRO.jpg;5000267023601.jpg
Bebidas y Licores;"=""5000267024011""";Sin Marca;Whisky Johnny Walker Black Label 750Cc;29990;Eltit;https://super.eltit.cl/products/whisky-jwalker-750cc-negro;https://i.bolder.run/r/czoyMzA1MyxnOjI2MHg/db3edd21/853802-Screenshot_1510.png;5000267024011.jpg
Bebidas y Licores;"=""5000267096285""";Sin Marca;Whisky Sandy 200Cc;2990;Eltit;https://super.eltit.cl/products/whisky-sandy-200cc;https://i.bolder.run/r/czoyMzA1MyxnOjI2MHg/9f1edbba/854338-Screenshot_1545.png;5000267096285.jpg
Bebidas y Licores;"=""5000267107776""";Sin Marca;Whisky Johnnie Walker Gold Label 750Cc;61990;Eltit;https://super.eltit.cl/products/whisky-jwalker-750cc-gold;https://i.bolder.run/r/czoyMzA1MyxnOjI2MHg/23e7113f/998769-Johnnie_Gold.jpg;5000267107776.jpg
Bebidas y Licores;"=""5000267134338""";Sin Marca;Whisky Jhonnie Walker Green Label 750Cc;77990;Eltit;https://super.eltit.cl/products/whisky-jwalker-750cc-green;https://i.bolder.run/r/czoyMzA1MyxnOjI2MHg/40341bc9/998766-Johnnie_green.jpg;5000267134338.jpg
Bebidas y Licores;"=""5000267190556""";Sin Marca;Whisky Johnnie Walker Blonde 750Cc;15990;Eltit;https://super.eltit.cl/products/whisky-johnnie-walker-750cc-blonde;https://i.bolder.run/r/czoyMzA1MyxnOjI2MHg/f5505eb2/855700-WHISKY-JWALKER-750CC-BLONDE.jpg;5000267190556.jpg
Bebidas y Licores;"=""5000281015248""";Sin Marca;Licor Gin Tanqueray 700Cc London;17990;Eltit;https://super.eltit.cl/products/licor-gin-tanqueray-700cc-london;https://i.bolder.run/r/czoyMzA1MyxnOjI2MHg/16252c6f/1054145-Gin-Tanqueray-London-700-cc.jpg;5000281015248.jpg
Bebidas y Licores;"=""5000289020701""";Sin Marca;Gin Gordons 750Cc;11990;Eltit;https://super.eltit.cl/products/gin-gordons-750cc;https://i.bolder.run/r/czoyMzA1MyxnOjI2MHg/53803f0b/856356-5000289020701.jpg;5000289020701.jpg
Bebidas y Licores;"=""5000291023462""";Sin Marca;Gin Sevilla Tanqueray 700Cc;19990;Eltit;https://super.eltit.cl/products/gin-sevilla-tanqueray-700cc;https://i.bolder.run/r/czoyMzA1MyxnOjI2MHg/4492155c/932774-5000291023462.jpg;5000291023462.jpg
Bebidas y Licores;"=""5000291026548""";Sin Marca;Gin Dark Berry Royale Tanqueray 700Cc;19990;Eltit;https://super.eltit.cl/products/gin-dark-berry-royale-tanqueray-700cc;https://i.bolder.run/r/czoyMzA1MyxnOjI2MHg/ac636453/932773-5000291026548.jpg;5000291026548.jpg
Bebidas y Licores;"=""5000299202531""";Sin Marca;Whisky 100 Pippers 200Cc;2490;Eltit;https://super.eltit.cl/products/whisky-100-pippers-200-cc;https://i.bolder.run/r/czoyMzA1MyxnOjI2MHg/3c74db97/856203-5000299202531.png;5000299202531.jpg
Bebidas y Licores;"=""5000299296387""";Sin Marca;Licor Gin Malfy 750Cc Rosa;29990;Eltit;https://super.eltit.cl/products/licor-gin-malfy-750cc-rosa;https://i.bolder.run/r/czoyMzA1MyxnOjI2MHg/358ddde1/858608-5000299296387.jpg;5000299296387.jpg
Bebidas y Licores;"=""5000299618073""";Sin Marca;Gin Pink Beefeater 750Cc;16990;Eltit;https://super.eltit.cl/products/gin-beefeater-750cc-pink;https://i.bolder.run/r/czoyMzA1MyxnOjI2MHg/c1731b19/857128-GIN-BEEFEATER-750CC-PINK.png;5000299618073.jpg
Bebidas y Licores;"=""5000299618240""";Sin Marca;Gin Orange Beefeater 700Cc;16990;Eltit;https://super.eltit.cl/products/licor-gin-beefeater-700cc-orange-sin-marcas;https://i.bolder.run/r/czoyMzA1MyxnOjI2MHg/8dcb57bc/937979-ginebra_orange.JPG;5000299618240.jpg
Bebidas y Licores;"=""5000299628034""";Sin Marca;Whisky 7 Años Ballantines 700Cc;14990;Eltit;https://super.eltit.cl/products/whisky-ballantines-700cc-7anos;https://i.bolder.run/r/czoyMzA1MyxnOjI2MHg/11f3576e/859613-ballantins-7-years.jpg;5000299628034.jpg
Bebidas y Licores;"=""5000299628355""";Sin Marca;Cóctel De Whisky Ballantines Wild 700Ml;12990;Eltit;https://super.eltit.cl/products/coctel-de-whisky-ballantine-s-wild-700ml;https://i.bolder.run/r/czoyMzA1MyxnOjI2MHg/6556f16d/971273-fxghxdg.jpg;5000299628355.jpg
Bebidas y Licores;"=""5000329002254""";Sin Marca;Gin Beefeater 750Cc;15990;Eltit;https://super.eltit.cl/products/gin-beefeater-750cc;https://i.bolder.run/r/czoyMzA1MyxnOjI2MHg/c97a97b5/853907-Captura-de-pantalla-2021-04-20-094031.jpg;5000329002254.jpg
Bebidas y Licores;"=""5010106111536""";Sin Marca;Whisky Ballantines 750Cc;10990;Eltit;https://super.eltit.cl/products/whisky-ballantines-750cc-bot-y-caja;https://i.bolder.run/r/czoyMzA1MyxnOjI2MHg/faf240de/1017596-ballantines_%282%29.JPG;5010106111536.jpg
Bebidas y Licores;"=""5010106111925""";Sin Marca;Whisky Ballantines 1Lt;13990;Eltit;https://super.eltit.cl/products/whisky-ballantines-1lt;https://i.bolder.run/r/czoyMzA1MyxnOjI2MHg/449e29ba/858879-Screenshot_1506.png;5010106111925.jpg
Bebidas Alcohólicas;"=""5010106111956""";Cugat;Whisky Ballantines Finest 40°, 1Lts.;11990;Cugat;https://cugat.cl/producto/whisky-ballantines-1-l/;https://cugat.cl/wp-content/uploads/2022/01/5010106111956-247x296.png;5010106111956.jpg
Bebidas y Licores;"=""5010106113530""";Sin Marca;Whisky 12 Años Ballantines 750Cc;25990;Eltit;https://super.eltit.cl/products/whisky-ballantines-12anos-750ml;https://i.bolder.run/r/czoyMzA1MyxnOjI2MHg/2335017e/859485-Screenshot_1527.png;5010106113530.jpg
Bebidas y Licores;"=""5010327000046""";Sin Marca;Whisky Grants 750Cc;7990;Eltit;https://super.eltit.cl/products/whisky-grants-750cc;https://i.bolder.run/r/czoyMzA1MyxnOjI2MHg/45b9fc4f/905224-5010327000046.jpg;5010327000046.jpg
Bebidas y Licores;"=""5010327000176""";Sin Marca;Whisky 12 Años Glenfiddich 750Cc;40990;Eltit;https://super.eltit.cl/products/whisky-glenfiddich-750cc-12a;https://i.bolder.run/r/czoyMzA1MyxnOjI2MHg/5f6c6479/855539-Screenshot_1514.png;5010327000176.jpg
Bebidas y Licores;"=""5010327325125""";Sin Marca;Whisky 15 Años Glenfiddich 750Cc;82990;Eltit;https://super.eltit.cl/products/whisky-glenfiddich-750cc-15-anos;https://i.bolder.run/r/czoyMzA1MyxnOjI2MHg/3c374a85/857160-glenfiddich-whisky.jpg;5010327325125.jpg
Bebidas y Licores;"=""5010327705453""";Sin Marca;Gin Neptunia Hendricks 700Cc;31990;Eltit;https://super.eltit.cl/products/gin-hendricks-700cc-neptunia;https://i.bolder.run/r/czoyMzA1MyxnOjI2MHg/481656a2/926301-5010327705453.jpg;5010327705453.jpg
Bebidas y Licores;"=""5010327705866""";Sin Marca;Gin Flora Hendrick`S 700Cc;31990;Eltit;https://super.eltit.cl/products/gin-hendricks-700cc-flora;https://i.bolder.run/r/czoyMzA1MyxnOjI2MHg/65f3b4e2/926302-5010327705866.jpg;5010327705866.jpg
Bebidas y Licores;"=""5010327755014""";Sin Marca;Gin Hendrick´S 700Cc;28990;Eltit;https://super.eltit.cl/products/gin-hendricks-700cc-sin-marcas;https://i.bolder.run/r/czoyMzA1MyxnOjI2MHg/63ff3ad2/926303-5010327755014.jpg;5010327755014.jpg
Bebidas y Licores;"=""5010327915203""";Sin Marca;Whisky Clan Mac Gregor 750Cc;6990;Eltit;https://super.eltit.cl/products/whisky-mc-gregor-750cc;https://i.bolder.run/r/czoyMzA1MyxnOjI2MHg/38ea6fc0/856023-1332065.jpg;5010327915203.jpg
Bebidas y Licores;"=""5010391100758""";Sin Marca;Licor Drambuie 750Cc;27990;Eltit;https://super.eltit.cl/products/licor-drambuie-750cc-carton;https://i.bolder.run/r/czoyMzA1MyxnOjI2MHg/f7d4635b/859453-540-5.jpg;5010391100758.jpg
Bebidas y Licores;"=""5010408252074""";Sin Marca;Whisky Sandy 750Cc;9990;Eltit;https://super.eltit.cl/products/whisky-sandy-750cc;https://i.bolder.run/r/czoyMzA1MyxnOjI2MHg/202c2597/854569-Screenshot_1509.png;5010408252074.jpg
Bebidas y Licores;"=""5010677800396""";Sin Marca;Vodka Orange Eristoff 700Cc;5990;Eltit;https://super.eltit.cl/products/vodka-eristoff-700cc-orange-2;https://i.bolder.run/r/czoyMzA1MyxnOjI2MHg/fa4f87ed/855020-ERISTOFF.jpg;5010677800396.jpg
Bebidas y Licores;"=""5010677800754""";Sin Marca;Vodka Eristoff 700Cc;3990;Eltit;https://super.eltit.cl/products/vodka-eristoff-700cc;https://i.bolder.run/r/czoyMzA1MyxnOjI2MHg/da804fd3/854505-VODKA-ERISTOFF-700CC.png;5010677800754.jpg
Bebidas y Licores;"=""5010677801553""";Sin Marca;Vodka Black Eristoff 750Cc;5990;Eltit;https://super.eltit.cl/products/vodka-eristoff-750cc-black;https://i.bolder.run/r/czoyMzA1MyxnOjI2MHg/8b374500/857584-VODKA-ERISTOFF-750CC-BLACK.png;5010677801553.jpg
Bebidas y Licores;"=""5010677850209""";Sin Marca;Vodka Grey Goose 40º 750Cc;29990;Eltit;https://super.eltit.cl/products/vodka-grey-goose-40-750cc;https://i.bolder.run/r/czoyMzA1MyxnOjI2MHg/b8a4ae00/927713-5010677850209.jpg;5010677850209.jpg
Bebidas y Licores;"=""5011007003029""";Sin Marca;Whisky Jameson 750Ml;17990;Eltit;https://super.eltit.cl/products/whisky-jameson-750ml;https://i.bolder.run/r/czoyMzA1MyxnOjI2MHg/1e0a4213/857542-whisky-jameson-750cc.jpg;5011007003029.jpg
